key1,type1,key2,type2,relation_name
95935481817,1,2595469165,6,2022-01-04
06548697974,1,2616798668,6,2017-11-18
71285653247,1,0696059367,6,2015-07-29
95935481817,1,9977143515,6,2021-03-15
29290204640,1,5265145156,6,2022-05-18
49529264974,1,7576714665,6,2022-01-29
54962146552,1,6522502502,6,2018-04-30
44919644227,1,8563241686,6,2019-02-18
96268315627,1,1714384676,6,2018-03-18
23480852749,1,4552223517,6,2018-07-26
56986982713,1,8023312948,6,2020-03-10
76424308404,1,4958854184,6,2019-03-11
91253348018,1,6079540216,6,2017-07-13
57784632933,1,7240750012,6,2016-12-11
23341321280,1,7000691547,6,2020-12-15
76424308404,1,4855395288,6,2022-04-05
76320592895,1,8947144921,6,2016-04-15
39406453055,1,4552223517,6,2017-05-08
39471553055,1,7448163276,6,2016-09-24
83394693377,1,9963051363,6,2019-10-02
37902960350,1,6802529306,6,2018-11-25
17554611634,1,4053463371,6,2018-06-10
56923362928,1,2692018949,6,2016-10-31
23207180978,1,4757937585,6,2020-06-29
27451165806,1,4994041841,6,2015-07-20
25479511142,1,1407964452,6,2018-10-09
18279195115,1,7878248954,6,2017-11-22
19802461223,1,4958854184,6,2017-07-04
88439186021,1,8732105782,6,2022-01-12
22378292614,1,6981043500,6,2018-04-26
14404537900,1,1635938661,6,2018-10-02
28187564312,1,1783190910,6,2021-07-08
77491146782,1,2615269564,6,2015-01-02
91451240310,1,7904785652,6,2022-09-08
38035326882,1,8717493357,6,2016-10-19
16909215154,1,4282973028,6,2015-12-16
32134674316,1,4757937585,6,2017-03-25
76423262910,1,0418765855,6,2018-05-04
29284020749,1,3064351454,6,2017-10-21
65600982044,1,1783190910,6,2021-11-28
17985434476,1,0771040446,6,2018-11-09
71138841036,1,5837614943,6,2021-07-20
16037442276,1,3484511475,6,2017-03-04
58887658182,1,5113057242,6,2021-06-24
15822497948,1,6203493594,6,2018-08-25
48656156812,1,5179601468,6,2022-07-12
29741855004,1,3891904921,6,2019-07-05
53958807475,1,4817982396,6,2018-08-08
75997171828,1,3023131780,6,2021-02-25
99798775929,1,1783190910,6,2019-11-22
29205525161,1,3478692006,6,2019-06-30
20510103443,1,0887218961,6,2016-12-23
29284020749,1,0465865237,6,2018-08-26
25479511142,1,8321124405,6,2021-04-11
58559777954,1,5393262756,6,2020-05-21
09605976825,1,1724383141,6,2021-12-23
58246011681,1,7027786722,6,2017-10-12
41347579846,1,4757937585,6,2016-10-23
17985434476,1,2616798668,6,2021-07-04
65392217901,1,1637486806,6,2016-04-26
04806276300,1,1407964452,6,2020-06-22
35065526401,1,1086770990,6,2022-08-10
96602117969,1,9392962391,6,2019-06-28
44619922041,1,4805740958,6,2020-06-13
76424308404,1,1957676709,6,2016-04-16
64729122219,1,2861629472,6,2018-12-10
17985434476,1,4437594151,6,2020-08-24
03749562061,1,6569182229,6,2017-10-09
96602117969,1,7417342535,6,2020-09-22
68997182878,1,3304141927,6,2016-09-12
07384997433,1,3264784838,6,2016-02-06
70115342511,1,2616798668,6,2017-10-20
55884540075,1,3484511475,6,2016-03-11
28187564312,1,9582131317,6,2021-12-30
39957930422,1,8563241686,6,2017-05-10
81133388615,1,4524506322,6,2016-10-27
54806091737,1,8238295429,6,2020-01-28
80142942153,1,6569182229,6,2015-11-09
23341321280,1,8732105782,6,2019-03-19
98355516892,1,7269332175,6,2020-10-24
33040299457,1,1390881767,6,2020-09-20
11235789879,1,7151590814,6,2017-07-11
36094992266,1,4391999717,6,2022-04-07
04806276300,1,2017667737,6,2022-05-21
62247201327,1,6076370554,6,2016-05-28
39613868053,1,3771257585,6,2020-03-07
40554677670,1,3842865997,6,2020-08-31
58233003167,1,1390881767,6,2019-12-21
54806091737,1,7904785652,6,2019-04-12
90655483496,1,1637852156,6,2015-08-16
31922916361,1,1636061542,6,2022-01-05
19685990807,1,9410908708,6,2018-05-20
37375957591,1,5505589699,6,2019-10-28
82190963465,1,6008865825,6,2017-05-20
40347152608,1,6079540216,6,2016-12-14
69739471451,1,1968181184,6,2020-01-26
34802117553,1,6363985637,6,2016-09-10
75069644852,1,5360882302,6,2018-04-14
50427694759,1,1632174722,6,2019-08-04
83272279673,1,5222630175,6,2015-06-12
35595902815,1,1637852156,6,2020-01-14
17871494930,1,4817982396,6,2018-04-06
03749562061,1,1635394226,6,2015-05-25
70435201098,1,0972258237,6,2017-06-25
97592279372,1,0133250161,6,2020-11-01
51684020641,1,5035871942,6,2019-03-08
39724809059,1,0465865237,6,2019-09-29
31922916361,1,0726950441,6,2022-04-07
49755084012,1,0035304185,6,2015-12-22
95935481817,1,1390881767,6,2016-04-09
29741855004,1,4994041841,6,2019-05-20
76424308404,1,1293964940,6,2018-10-23
76526708509,1,3842865997,6,2015-12-14
16709141095,1,0452725256,6,2018-09-21
61723941065,1,2481151630,6,2016-04-16
50591037967,1,7878248954,6,2015-07-22
58887658182,1,7633633322,6,2018-08-27
76526708509,1,2861629472,6,2022-02-23
41347579846,1,5692510976,6,2020-10-16
37341551492,1,5265145156,6,2018-11-30
56706020712,1,4554425402,6,2022-04-13
68253497503,1,7000691547,6,2016-07-01
18012263977,1,9914296131,6,2017-10-03
19387871216,1,1885495880,6,2015-09-15
19802461223,1,1431737713,6,2019-12-05
37375957591,1,0898595655,6,2016-06-01
19685990807,1,5487910490,6,2020-10-21
86493056893,1,4462229426,6,2017-11-16
40347152608,1,4998729964,6,2019-12-25
81180754057,1,4552223517,6,2016-04-02
95685339084,1,4114608415,6,2017-11-16
03842788900,1,3677596856,6,2022-04-28
86493056893,1,9211087482,6,2016-12-16
65727899609,1,4988520722,6,2018-12-22
71692399407,1,7012324277,6,2015-10-19
28187564312,1,4817982396,6,2017-08-25
28187564312,1,1162916836,6,2017-01-22
15073170327,1,9914296131,6,2019-11-27
61723941065,1,9783171895,6,2015-07-23
14404537900,1,1580320234,6,2021-03-31
58246011681,1,9488104130,6,2015-10-30
64927243271,1,3663370911,6,2018-08-04
03842788900,1,0677980853,6,2021-11-16
31189323804,1,6704364544,6,2021-11-13
64729122219,1,1162916836,6,2019-08-22
65727899609,1,3321933336,6,2017-01-17
19821104738,1,9392962391,6,2021-06-15
80142942153,1,7239839186,6,2020-11-14
77015789729,1,6268976667,6,2017-10-03
22989093679,1,3264784838,6,2020-04-25
42632573397,1,4646997332,6,2020-02-05
77491146782,1,0677980853,6,2017-10-12
70435201098,1,0840519058,6,2018-12-25
09832748401,1,2899450531,6,2017-04-19
08526086491,1,5676005198,6,2022-01-06
82190963465,1,3010637823,6,2017-08-19
75795423175,1,6510593260,6,2022-05-27
71285653247,1,1390881767,6,2019-03-05
54878283484,1,3264784838,6,2016-05-05
49279201821,1,3484511475,6,2018-06-27
69739471451,1,8040551631,6,2016-12-21
38314671382,1,4795777304,6,2015-09-03
