key1,type1,key2,type2,relation_name
96602117969,1,EGO,8,2015-03-13
14871165707,1,Havelsan,8,2018-01-20
80142942153,1,Aselsan,8,2017-05-04
50591037967,1,TEI,8,2020-01-15
75907861835,1,EGO,8,2021-07-08
52822014074,1,MTA,8,2021-11-27
35595902815,1,EGO,8,2019-07-29
37341551492,1,EGO,8,2017-05-17
40347152608,1,TEI,8,2017-06-06
14404537900,1,MTA,8,2017-06-08
84361300635,1,MTA,8,2018-10-08
31189323804,1,MTA,8,2018-03-01
48576203623,1,MTA,8,2021-06-16
91488185719,1,MTA,8,2022-01-05
94032908610,1,TEI,8,2019-09-30
76423262910,1,Havelsan,8,2021-03-25
22378292614,1,Havelsan,8,2020-10-17
80828962705,1,Havelsan,8,2018-12-16
64554964648,1,EGO,8,2020-05-16
50427694759,1,Havelsan,8,2018-04-25
41347579846,1,MTA,8,2016-12-15
35960609716,1,TEI,8,2016-12-20
57319371994,1,TEI,8,2019-02-16
84361300635,1,EGO,8,2017-10-11
90655483496,1,Havelsan,8,2018-01-03
37341551492,1,Havelsan,8,2017-05-04
67547518568,1,Havelsan,8,2021-05-12
81180754057,1,Aselsan,8,2021-05-04
26296258644,1,Havelsan,8,2019-12-21
16709141095,1,Aselsan,8,2021-04-20
19169475580,1,EGO,8,2021-07-12
60674480811,1,TEI,8,2019-11-13
65973554372,1,Aselsan,8,2021-09-18
31189323804,1,Aselsan,8,2020-06-06
07384997433,1,Havelsan,8,2019-08-17
34802117553,1,MTA,8,2018-09-11
52765432997,1,Havelsan,8,2018-04-28
75051454609,1,EGO,8,2018-11-17
36658507252,1,Havelsan,8,2020-04-25
35595902815,1,EGO,8,2015-01-19
15073170327,1,MTA,8,2021-04-12
36094992266,1,Aselsan,8,2021-05-08
49657974419,1,MTA,8,2017-09-03
14453484213,1,TEI,8,2015-12-11
43908719815,1,Havelsan,8,2020-09-01
29741855004,1,MTA,8,2015-05-08
52751137553,1,Aselsan,8,2016-02-27
87057432920,1,Aselsan,8,2017-07-10
60674480811,1,EGO,8,2017-07-17
36543820303,1,MTA,8,2021-10-16
64359498278,1,EGO,8,2020-06-28
75089934568,1,Havelsan,8,2020-08-14
34351564040,1,EGO,8,2018-02-02
22989093679,1,Aselsan,8,2021-10-29
33059817531,1,TEI,8,2020-02-11
55010190330,1,Havelsan,8,2021-04-29
84518026238,1,Havelsan,8,2021-07-02
58722202265,1,Aselsan,8,2016-10-02
22586593172,1,Havelsan,8,2019-09-06
20510103443,1,TEI,8,2017-02-23
58722202265,1,EGO,8,2018-01-13
53065031222,1,Havelsan,8,2019-03-10
75795423175,1,EGO,8,2019-05-11
33040299457,1,EGO,8,2022-02-26
72303803294,1,EGO,8,2015-10-23
58887658182,1,Havelsan,8,2020-07-05
74638056639,1,MTA,8,2016-05-14
49755084012,1,Havelsan,8,2017-09-21
33040299457,1,TEI,8,2018-02-14
74763990618,1,Havelsan,8,2022-04-29
03098677422,1,MTA,8,2019-04-24
62247201327,1,TEI,8,2015-10-23
44619922041,1,Aselsan,8,2021-04-04
60674480811,1,MTA,8,2020-01-30
53336241675,1,MTA,8,2017-06-30
18338945257,1,EGO,8,2016-12-01
93716485460,1,MTA,8,2021-10-14
38035326882,1,TEI,8,2022-08-30
39406453055,1,TEI,8,2017-07-26
77015789729,1,Havelsan,8,2019-01-01
36094992266,1,Havelsan,8,2018-07-23
04696254255,1,Havelsan,8,2017-12-06
38314671382,1,TEI,8,2016-05-20
85743479267,1,MTA,8,2019-01-08
13792889905,1,EGO,8,2018-02-25
85743479267,1,TEI,8,2018-11-07
71138841036,1,TEI,8,2020-12-13
91451240310,1,MTA,8,2021-01-19
57319371994,1,TEI,8,2015-11-17
43191390712,1,MTA,8,2020-07-29
57416144076,1,Aselsan,8,2021-09-15
31482529556,1,EGO,8,2018-04-30
26303427948,1,MTA,8,2022-02-27
75069644852,1,Havelsan,8,2016-01-12
44619922041,1,Aselsan,8,2016-03-31
56706020712,1,Aselsan,8,2016-10-29
54806091737,1,Havelsan,8,2017-08-30
44919644227,1,EGO,8,2022-06-26
72303803294,1,EGO,8,2021-11-30
40321832051,1,Aselsan,8,2020-08-05
99798775929,1,Havelsan,8,2022-05-13
39613868053,1,Havelsan,8,2016-09-29
18338945257,1,Havelsan,8,2017-08-03
49529264974,1,Havelsan,8,2020-06-01
33928225934,1,TEI,8,2019-06-19
58559777954,1,Aselsan,8,2015-09-11
55884540075,1,Aselsan,8,2017-08-13
47453823176,1,Aselsan,8,2018-04-06
39613868053,1,TEI,8,2015-09-06
31482529556,1,MTA,8,2015-02-25
96602117969,1,MTA,8,2015-11-12
20966309847,1,Havelsan,8,2019-02-08
25154986913,1,EGO,8,2021-10-09
95935481817,1,TEI,8,2018-06-17
49529264974,1,EGO,8,2017-04-09
