key1,type1,key2,type2,relation_name
64729122219,1,79 OAB 6873,2,2017-05-15
31033608114,1,74 ROJ 0918,2,2021-12-16
75046780595,1,67 BJI 5709,2,2019-08-25
75795423175,1,91 BYY 4960,2,2015-02-22
09832748401,1,85 RMC 2962,2,2017-09-02
97177659667,1,67 BJI 5709,2,2022-05-22
42632573397,1,35 MGI 0235,2,2018-06-06
58246011681,1,85 RMC 2962,2,2020-03-19
64359498278,1,70 QVC 2272,2,2017-10-30
26608132233,1,84 QJI 8255,2,2017-05-05
94032908610,1,28 DLL 7459,2,2015-02-21
54754309232,1,10 AQI 3862,2,2020-05-31
43908719815,1,62 NJQ 2216,2,2017-12-23
64304073894,1,27 TEJ 9852,2,2015-01-30
75051454609,1,62 BXY 9165,2,2018-02-25
57025711961,1,62 NJQ 2216,2,2015-06-30
18012263977,1,27 TEJ 9852,2,2016-10-12
16909215154,1,92 MTB 5662,2,2016-02-17
43476152769,1,70 QVC 2272,2,2020-02-12
63588843433,1,83 DQO 4888,2,2021-07-25
16909215154,1,74 ROJ 0918,2,2021-03-11
42627860502,1,92 MTB 5662,2,2016-07-03
23964879917,1,12 LMW 9328,2,2020-12-29
42632573397,1,70 QVC 2272,2,2018-08-13
18012263977,1,83 DQO 4888,2,2022-03-11
72303803294,1,12 LMW 9328,2,2016-04-22
18338945257,1,12 LMW 9328,2,2015-11-19
65973554372,1,12 LMW 9328,2,2021-06-12
64927243271,1,70 QVC 2272,2,2021-07-04
27451165806,1,61 MOU 9064,2,2015-09-13
76324461571,1,19 JQF 7726,2,2016-10-21
50427694759,1,61 MOU 9064,2,2016-12-29
29464797589,1,70 QVC 2272,2,2021-12-14
76423262910,1,22 MJI 0311,2,2015-04-28
58559777954,1,27 TEJ 9852,2,2017-06-11
53065031222,1,83 DQO 4888,2,2017-09-07
76324461571,1,74 ROJ 0918,2,2017-05-30
83272279673,1,10 AQI 3862,2,2020-04-01
75089934568,1,62 BXY 9165,2,2021-09-15
56986982713,1,83 DQO 4888,2,2020-10-18
14453484213,1,74 ROJ 0918,2,2018-08-31
13255606863,1,61 MOU 9064,2,2017-09-27
76324461571,1,83 DQO 4888,2,2015-05-17
36543820303,1,91 BYY 4960,2,2022-01-06
43908719815,1,62 BXY 9165,2,2015-06-22
84345917000,1,61 MOU 9064,2,2016-10-07
71138841036,1,84 QJI 8255,2,2018-05-06
65973554372,1,67 BJI 5709,2,2020-11-14
