key1,type1,key2,type2,relation_name
29741855004,1,98 C 5750,5,2019-02-15
80005790914,1,85 C 5306,5,2021-12-17
19685990807,1,85 C 5306,5,2015-10-19
28187564312,1,81 C 0623,5,2020-03-25
71692399407,1,54 C 6450,5,2015-04-17
57784632933,1,34 C 2158,5,2018-08-10
11811025413,1,47 C 4413,5,2018-07-14
07384997433,1,76 C 8808,5,2020-10-13
17871494930,1,79 C 8382,5,2016-03-14
71692399407,1,54 C 6450,5,2017-11-30
84518026238,1,98 C 5750,5,2016-07-14
18279195115,1,81 C 0623,5,2017-12-29
29464797589,1,71 C 2734,5,2018-03-21
84361300635,1,19 C 3399,5,2015-12-09
96268315627,1,47 C 4413,5,2022-06-11
11127811618,1,31 C 3303,5,2018-12-25
90655483496,1,69 C 0945,5,2015-12-07
98800449823,1,69 C 0945,5,2022-06-25
14422219081,1,76 C 8808,5,2022-01-06
53502918364,1,28 C 5747,5,2021-06-29
17554611634,1,74 C 8119,5,2018-06-02
91488185719,1,98 C 5750,5,2020-02-18
14404537900,1,03 C 4780,5,2018-10-19
75069644852,1,80 C 3027,5,2015-04-23
48016657159,1,03 C 4780,5,2019-03-29
27451165806,1,88 C 8681,5,2019-03-25
26742448832,1,40 C 4670,5,2021-05-30
26742448832,1,50 C 7165,5,2020-08-23
53065031222,1,74 C 8119,5,2022-06-27
86681237001,1,67 C 1369,5,2015-12-08
90194708645,1,19 C 4385,5,2019-10-17
50427694759,1,28 C 5747,5,2018-07-09
98355516892,1,92 C 0901,5,2021-03-12
48576203623,1,48 C 0691,5,2018-10-11
29464797589,1,50 C 7165,5,2022-03-03
21905585397,1,94 C 2455,5,2018-08-28
03842788900,1,46 C 9179,5,2020-05-06
75907861835,1,69 C 0945,5,2019-01-03
05927387304,1,69 C 0945,5,2015-09-21
55010190330,1,94 C 2455,5,2022-01-21
31033608114,1,46 C 9179,5,2021-01-01
04806276300,1,31 C 3303,5,2020-10-13
34802117553,1,85 C 5306,5,2019-05-28
56706020712,1,31 C 3303,5,2016-05-28
82190963465,1,30 C 8814,5,2022-04-19
90655483496,1,50 C 7165,5,2021-02-23
22586593172,1,12 C 3885,5,2015-05-05
62247201327,1,12 C 3885,5,2022-06-29
47453823176,1,93 C 7408,5,2015-02-11
17554611634,1,92 C 0901,5,2016-07-07
04806276300,1,46 C 9179,5,2021-12-24
49529264974,1,55 C 6649,5,2020-01-07
36094992266,1,47 C 4413,5,2020-04-16
83394693377,1,93 C 7408,5,2019-11-19
65506351351,1,67 C 1369,5,2017-11-26
84361300635,1,80 C 3027,5,2022-02-21
75907861835,1,48 C 0691,5,2019-11-17
81180754057,1,93 C 7408,5,2021-01-03
25143716542,1,19 C 3399,5,2020-10-23
48576203623,1,93 C 7408,5,2016-04-15
74638056639,1,92 C 0901,5,2020-02-24
49279201821,1,93 C 7408,5,2018-10-22
85200646306,1,74 C 8119,5,2015-02-20
70807229412,1,23 C 1838,5,2019-05-11
33928225934,1,93 C 7408,5,2015-08-30
48917542229,1,28 C 5747,5,2015-03-31
64359498278,1,45 C 9569,5,2020-08-22
35567872920,1,30 C 8814,5,2016-02-03
40347152608,1,31 C 8262,5,2021-04-22
24157550914,1,31 C 3303,5,2018-08-04
44919644227,1,57 C 5947,5,2019-12-04
49529264974,1,21 C 2129,5,2017-02-06
90971416905,1,81 C 0623,5,2022-06-25
98355516892,1,85 C 5306,5,2020-12-10
42822224267,1,84 C 4495,5,2020-09-14
91451240310,1,69 C 0945,5,2021-12-27
75256818047,1,12 C 3885,5,2019-07-08
56388126955,1,69 C 0945,5,2021-08-05
17554611634,1,69 C 0945,5,2015-02-12
33928225934,1,50 C 7566,5,2022-08-30
71692399407,1,03 C 4780,5,2015-12-23
39466165740,1,23 C 1838,5,2016-11-25
89284887352,1,31 C 3303,5,2021-04-24
30467500701,1,19 C 3399,5,2017-02-12
